DATE,STREET1,STREET2,DISTRICT,LATITUDE,LONGITUDE,VISIBILITY,LIGHT,ROAD_CONDITION,ACCLASS,INJURY,FATAL_NO,HOOD_158,NEIGHBOURHOOD_158,DOW,HOUR,YEAR,MONTH,SEVERE_COLLISION,TIME_OF_DAY,SEASON
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Major,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,1,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minor,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minor,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minor,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minor,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minor,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minimal,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,WOODBINE AVE,O CONNOR DR,Toronto and East York,43.699595,-79.318797,Clear,Dark,Wet,Non-Fatal Injury,Minimal,0.0,60,Woodbine-Lumsden,Sunday,2,2006,1,0,Late Night,Winter
2006-01-01,DANFORTH AVE,WEST LYNN AVE,Toronto and East York,43.684874,-79.316188,Snow,Dark,Snow_Ice,Non-Fatal Injury,Minor,0.0,64,Woodbine Corridor,Sunday,3,2006,1,0,Late Night,Winter
2006-01-01,DANFORTH AVE,WEST LYNN AVE,Toronto and East York,43.684874,-79.316188,Snow,Dark,Snow_Ice,Non-Fatal Injury,Major,0.0,64,Woodbine Corridor,Sunday,3,2006,1,1,Late Night,Winter
2006-01-01,DANFORTH AVE,WEST LYNN AVE,Toronto and East York,43.684874,-79.316188,Snow,Dark,Snow_Ice,Non-Fatal Injury,Minor,0.0,64,Woodbine Corridor,Sunday,3,2006,1,0,Late Night,Winter
2006-01-01,DANFORTH AVE,WEST LYNN AVE,Toronto and East York,43.684874,-79.316188,Snow,Dark,Snow_Ice,Non-Fatal Injury,Minimal,0.0,64,Woodbine Corridor,Sunday,3,2006,1,0,Late Night,Winter
2006-01-01,DANFORTH AVE,WEST LYNN AVE,Toronto and East York,43.684874,-79.316188,Snow,Dark,Snow_Ice,Non-Fatal Injury,Minimal,0.0,64,Woodbine Corridor,Sunday,3,2006,1,0,Late Night,Winter
2006-01-02,BATHURST ST,DUNDAS ST W,Toronto and East York,43.652892,-79.406253,Clear,Dark,Wet,Non-Fatal Injury,Minimal,0.0,78,Kensington-Chinatown,Monday,7,2006,1,0,Late Night,Winter
2006-01-02,BATHURST ST,DUNDAS ST W,Toronto and East York,43.652892,-79.406253,Clear,Dark,Wet,Non-Fatal Injury,Major,0.0,78,Kensington-Chinatown,Monday,7,2006,1,1,Late Night,Winter
2006-01-04,DUFFERIN ST,SYLVAN AVE,Toronto and East York,43.655145,-79.43359,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,83,Dufferin Grove,Wednesday,19,2006,1,0,Night,Winter
2006-01-04,DUFFERIN ST,SYLVAN AVE,Toronto and East York,43.655145,-79.43359,Rain,Dark,Wet,Non-Fatal Injury,Major,0.0,83,Dufferin Grove,Wednesday,19,2006,1,1,Night,Winter
2006-01-06,DON MILLS RD,LEITH HILL RD,North York,43.777056,-79.347858,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,47,Don Valley Village,Friday,22,2006,1,0,Night,Winter
2006-01-06,DON MILLS RD,LEITH HILL RD,North York,43.777056,-79.347858,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,47,Don Valley Village,Friday,22,2006,1,1,Night,Winter
2006-01-07,STEELES AVE E,NINTH LINE ST,Scarborough,43.842745,-79.22479,Clear,Dark,Wet,Fatal,Fatal,0.0,144,Morningside Heights,Saturday,23,2006,1,1,Night,Winter
2006-01-07,STEELES AVE E,NINTH LINE ST,Scarborough,43.842745,-79.22479,Clear,Dark,Wet,Fatal,Minimal,0.0,144,Morningside Heights,Saturday,23,2006,1,1,Night,Winter
2006-01-07,STEELES AVE E,NINTH LINE ST,Scarborough,43.842745,-79.22479,Clear,Dark,Wet,Fatal,Major,0.0,144,Morningside Heights,Saturday,23,2006,1,1,Night,Winter
2006-01-08,PARLIAMENT ST,FRONT ST E,Toronto and East York,43.651496,-79.362697,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,166,St Lawrence-East Bayfront-The Islands,Sunday,15,2006,1,0,Evening,Winter
2006-01-08,PARLIAMENT ST,FRONT ST E,Toronto and East York,43.651496,-79.362697,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,166,St Lawrence-East Bayfront-The Islands,Sunday,15,2006,1,1,Evening,Winter
2006-01-08,PARLIAMENT ST,FRONT ST E,Toronto and East York,43.651496,-79.362697,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,166,St Lawrence-East Bayfront-The Islands,Sunday,15,2006,1,0,Evening,Winter
2006-01-08,PARLIAMENT ST,FRONT ST E,Toronto and East York,43.651496,-79.362697,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,166,St Lawrence-East Bayfront-The Islands,Sunday,15,2006,1,0,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Minimal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Minimal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Minimal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Minimal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Minimal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-08,ISLINGTON AVE,GOLFDOWN DR,Etobicoke York,43.721445,-79.55809,Clear,Dark,Dry,Fatal,Fatal,0.0,5,Elms-Old Rexdale,Sunday,18,2006,1,1,Evening,Winter
2006-01-09,KENNEDY RD,GLAMORGAN AVE,Scarborough,43.769445,-79.28229,Clear,Daylight,Dry,Fatal,Minimal,0.0,126,Dorset Park,Monday,14,2006,1,1,Evening,Winter
2006-01-09,KENNEDY RD,GLAMORGAN AVE,Scarborough,43.769445,-79.28229,Clear,Daylight,Dry,Fatal,Minimal,0.0,126,Dorset Park,Monday,14,2006,1,1,Evening,Winter
2006-01-09,KENNEDY RD,GLAMORGAN AVE,Scarborough,43.769445,-79.28229,Clear,Daylight,Dry,Fatal,Fatal,0.0,126,Dorset Park,Monday,14,2006,1,1,Evening,Winter
2006-01-09,FINCH AVE E,MIDDLEFIELD RD,Scarborough,43.809817,-79.257663,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,129,Agincourt North,Monday,18,2006,1,0,Evening,Winter
2006-01-09,FINCH AVE E,MIDDLEFIELD RD,Scarborough,43.809817,-79.257663,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,129,Agincourt North,Monday,18,2006,1,0,Evening,Winter
2006-01-09,FINCH AVE E,MIDDLEFIELD RD,Scarborough,43.809817,-79.257663,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,129,Agincourt North,Monday,18,2006,1,1,Evening,Winter
2006-01-10,BRIMLEY RD,GULLY DR,Scarborough,43.743645,-79.25129,Clear,Daylight,Dry,Non-Fatal Injury,Minor,0.0,157,Bendale South,Tuesday,8,2006,1,0,Morning_Afternoon,Winter
2006-01-10,BRIMLEY RD,GULLY DR,Scarborough,43.743645,-79.25129,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,157,Bendale South,Tuesday,8,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Minimal,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Minimal,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Fatal,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Minimal,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Major,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-11,BARTLEY DR,JINNAH CRT,North York,43.722045,-79.30799,Clear,Daylight,Wet,Fatal,Minimal,0.0,43,Victoria Village,Wednesday,11,2006,1,1,Morning_Afternoon,Winter
2006-01-14,WESTON RD,CORONADO CRT,Etobicoke York,43.741045,-79.53989,Rain,Daylight,Snow_Ice,Non-Fatal Injury,Minimal,0.0,22,Humbermede,Saturday,9,2006,1,0,Morning_Afternoon,Winter
2006-01-14,WESTON RD,CORONADO CRT,Etobicoke York,43.741045,-79.53989,Rain,Daylight,Snow_Ice,Non-Fatal Injury,Minimal,0.0,22,Humbermede,Saturday,9,2006,1,0,Morning_Afternoon,Winter
2006-01-14,WESTON RD,CORONADO CRT,Etobicoke York,43.741045,-79.53989,Rain,Daylight,Snow_Ice,Non-Fatal Injury,Major,0.0,22,Humbermede,Saturday,9,2006,1,1,Morning_Afternoon,Winter
2006-01-14,EGLINTON AVE W,BRAEMAR AVE,North York,43.704345,-79.40959,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,100,Yonge-Eglinton,Saturday,20,2006,1,0,Night,Winter
2006-01-14,EGLINTON AVE W,BRAEMAR AVE,North York,43.704345,-79.40959,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,100,Yonge-Eglinton,Saturday,20,2006,1,1,Night,Winter
2006-01-15,3367 DUNDAS ST W,,Toronto and East York,43.665545,-79.48289,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,89,Runnymede-Bloor West Village,Sunday,18,2006,1,0,Evening,Winter
2006-01-15,3367 DUNDAS ST W,,Toronto and East York,43.665545,-79.48289,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,89,Runnymede-Bloor West Village,Sunday,18,2006,1,1,Evening,Winter
2006-01-17,SHEPPARD AVE W,SENLAC RD,North York,43.758945,-79.42259,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,38,Lansing-Westgate,Tuesday,19,2006,1,0,Night,Winter
2006-01-17,SHEPPARD AVE W,SENLAC RD,North York,43.758945,-79.42259,Rain,Dark,Wet,Non-Fatal Injury,Major,0.0,38,Lansing-Westgate,Tuesday,19,2006,1,1,Night,Winter
2006-01-17,LAWRENCE AVE E,COLLINSGROVE RD,Scarborough,43.769145,-79.18279,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,136,West Hill,Tuesday,22,2006,1,0,Night,Winter
2006-01-17,LAWRENCE AVE E,COLLINSGROVE RD,Scarborough,43.769145,-79.18279,Rain,Dark,Wet,Non-Fatal Injury,Major,0.0,136,West Hill,Tuesday,22,2006,1,1,Night,Winter
2006-01-17,KING EDWARD AVE,BURRELL AVE,Toronto and East York,43.690445,-79.31139,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,60,Woodbine-Lumsden,Tuesday,23,2006,1,0,Night,Winter
2006-01-17,KING EDWARD AVE,BURRELL AVE,Toronto and East York,43.690445,-79.31139,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,60,Woodbine-Lumsden,Tuesday,23,2006,1,0,Night,Winter
2006-01-17,KING EDWARD AVE,BURRELL AVE,Toronto and East York,43.690445,-79.31139,Rain,Dark,Wet,Non-Fatal Injury,Major,0.0,60,Woodbine-Lumsden,Tuesday,23,2006,1,1,Night,Winter
2006-01-21,MIDLAND AVE,GOODLAND GT,Scarborough,43.779345,-79.27559,Clear,Dusk,Dry,Fatal,Minimal,0.0,128,Agincourt South-Malvern West,Saturday,18,2006,1,1,Evening,Winter
2006-01-21,MIDLAND AVE,GOODLAND GT,Scarborough,43.779345,-79.27559,Clear,Dusk,Dry,Fatal,Major,0.0,128,Agincourt South-Malvern West,Saturday,18,2006,1,1,Evening,Winter
2006-01-21,MIDLAND AVE,GOODLAND GT,Scarborough,43.779345,-79.27559,Clear,Dusk,Dry,Fatal,Fatal,0.0,128,Agincourt South-Malvern West,Saturday,18,2006,1,1,Evening,Winter
2006-01-22,460 CORONATION DR,,Scarborough,43.765045,-79.17039,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,136,West Hill,Sunday,2,2006,1,1,Late Night,Winter
2006-01-22,460 CORONATION DR,,Scarborough,43.765045,-79.17039,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,136,West Hill,Sunday,2,2006,1,0,Late Night,Winter
2006-01-22,460 CORONATION DR,,Scarborough,43.765045,-79.17039,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,136,West Hill,Sunday,2,2006,1,0,Late Night,Winter
2006-01-22,YONGE ST,CUMBERLAND ST,Toronto and East York,43.671145,-79.38719,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,95,Annex,Sunday,18,2006,1,1,Evening,Winter
2006-01-22,YONGE ST,CUMBERLAND ST,Toronto and East York,43.671145,-79.38719,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,95,Annex,Sunday,18,2006,1,0,Evening,Winter
2006-01-22,YONGE ST,CUMBERLAND ST,Toronto and East York,43.671145,-79.38719,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,95,Annex,Sunday,18,2006,1,0,Evening,Winter
2006-01-24,WARDEN AVE,LAWRENCE AVE E,Scarborough,43.745345,-79.29469,Clear,Dawn,Dry,Fatal,Major,0.0,119,Wexford/Maryvale,Tuesday,1,2006,1,1,Late Night,Winter
2006-01-24,WARDEN AVE,LAWRENCE AVE E,Scarborough,43.745345,-79.29469,Clear,Dawn,Dry,Fatal,Minimal,0.0,119,Wexford/Maryvale,Tuesday,1,2006,1,1,Late Night,Winter
2006-01-24,WARDEN AVE,LAWRENCE AVE E,Scarborough,43.745345,-79.29469,Clear,Dawn,Dry,Fatal,Minimal,0.0,119,Wexford/Maryvale,Tuesday,1,2006,1,1,Late Night,Winter
2006-01-24,WARDEN AVE,LAWRENCE AVE E,Scarborough,43.745345,-79.29469,Clear,Dawn,Dry,Fatal,Fatal,0.0,119,Wexford/Maryvale,Tuesday,1,2006,1,1,Late Night,Winter
2006-01-24,DEAN PARK RD,BRAYMORE BLVD,Scarborough,43.803445,-79.17069,Clear,Daylight,Wet,Fatal,Minimal,0.0,143,West Rouge,Tuesday,7,2006,1,1,Late Night,Winter
2006-01-24,DEAN PARK RD,BRAYMORE BLVD,Scarborough,43.803445,-79.17069,Clear,Daylight,Wet,Fatal,Minimal,0.0,143,West Rouge,Tuesday,7,2006,1,1,Late Night,Winter
2006-01-24,DEAN PARK RD,BRAYMORE BLVD,Scarborough,43.803445,-79.17069,Clear,Daylight,Wet,Fatal,Fatal,0.0,143,West Rouge,Tuesday,7,2006,1,1,Late Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Minimal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Minimal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Minimal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Fatal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Minimal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-24,MOUNT PLEASANT RD,WHITEHALL RD,Toronto and East York,43.684045,-79.38349,Rain,Dark,Wet,Fatal,Minimal,0.0,98,Rosedale-Moore Park,Tuesday,22,2006,1,1,Night,Winter
2006-01-27,BLOOR ST W,CHRISTIE ST,Toronto and East York,43.663545,-79.41839,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,80,Palmerston-Little Italy,Friday,20,2006,1,0,Night,Winter
2006-01-27,BLOOR ST W,CHRISTIE ST,Toronto and East York,43.663545,-79.41839,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,80,Palmerston-Little Italy,Friday,20,2006,1,0,Night,Winter
2006-01-27,BLOOR ST W,CHRISTIE ST,Toronto and East York,43.663545,-79.41839,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,80,Palmerston-Little Italy,Friday,20,2006,1,0,Night,Winter
2006-01-27,BLOOR ST W,CHRISTIE ST,Toronto and East York,43.663545,-79.41839,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,80,Palmerston-Little Italy,Friday,20,2006,1,0,Night,Winter
2006-01-27,BLOOR ST W,CHRISTIE ST,Toronto and East York,43.663545,-79.41839,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,80,Palmerston-Little Italy,Friday,20,2006,1,1,Night,Winter
2006-01-27,NORTH YORK BLVD,BEECROFT RD,North York,43.766545,-79.41429,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,38,Lansing-Westgate,Friday,23,2006,1,1,Night,Winter
2006-01-27,NORTH YORK BLVD,BEECROFT RD,North York,43.766545,-79.41429,Clear,Dark,Dry,Non-Fatal Injury,Minor,0.0,38,Lansing-Westgate,Friday,23,2006,1,0,Night,Winter
2006-01-27,NORTH YORK BLVD,BEECROFT RD,North York,43.766545,-79.41429,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,38,Lansing-Westgate,Friday,23,2006,1,0,Night,Winter
2006-01-29,F G GARDINER XY W  W,KIPLING AVE,Etobicoke York,43.618245,-79.52439,Rain,Dark,Wet,Fatal,Minimal,0.0,160,Mimico-Queensway,Sunday,20,2006,1,1,Night,Winter
2006-01-29,F G GARDINER XY W  W,KIPLING AVE,Etobicoke York,43.618245,-79.52439,Rain,Dark,Wet,Fatal,Fatal,0.0,160,Mimico-Queensway,Sunday,20,2006,1,1,Night,Winter
2006-01-29,ST CLAIR AVE W,SPADINA RD,Toronto and East York,43.684645,-79.41119,Rain,Dark,Wet,Non-Fatal Injury,Minimal,0.0,96,Casa Loma,Sunday,21,2006,1,0,Night,Winter
2006-01-29,ST CLAIR AVE W,SPADINA RD,Toronto and East York,43.684645,-79.41119,Rain,Dark,Wet,Non-Fatal Injury,Major,0.0,96,Casa Loma,Sunday,21,2006,1,1,Night,Winter
2006-02-02,SPADINA AVE,NASSAU ST,Toronto and East York,43.655845,-79.39919,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,78,Kensington-Chinatown,Thursday,14,2006,2,1,Evening,Winter
2006-02-02,SPADINA AVE,NASSAU ST,Toronto and East York,43.655845,-79.39919,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,78,Kensington-Chinatown,Thursday,14,2006,2,1,Evening,Winter
2006-02-02,SPADINA AVE,NASSAU ST,Toronto and East York,43.655845,-79.39919,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,78,Kensington-Chinatown,Thursday,14,2006,2,0,Evening,Winter
2006-02-02,SPADINA AVE,NASSAU ST,Toronto and East York,43.655845,-79.39919,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,78,Kensington-Chinatown,Thursday,14,2006,2,0,Evening,Winter
2006-02-03,BIRCHMOUNT RD,L AMOREAUX DR,Scarborough,43.800645,-79.30709,Rain,Daylight,Wet,Non-Fatal Injury,Minimal,0.0,148,East L'Amoreaux,Friday,7,2006,2,0,Late Night,Winter
2006-02-03,BIRCHMOUNT RD,L AMOREAUX DR,Scarborough,43.800645,-79.30709,Rain,Daylight,Wet,Non-Fatal Injury,Major,0.0,148,East L'Amoreaux,Friday,7,2006,2,1,Late Night,Winter
2006-02-03,ELLESMERE RD,BIRCHMOUNT RD,Scarborough,43.763445,-79.29139,Rain,Daylight,Wet,Non-Fatal Injury,Minimal,0.0,119,Wexford/Maryvale,Friday,9,2006,2,0,Morning_Afternoon,Winter
2006-02-03,ELLESMERE RD,BIRCHMOUNT RD,Scarborough,43.763445,-79.29139,Rain,Daylight,Wet,Non-Fatal Injury,Major,0.0,119,Wexford/Maryvale,Friday,9,2006,2,1,Morning_Afternoon,Winter
2006-02-07,JANE ST,BRADLEY AVE,Toronto and East York,43.663745,-79.49039,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,89,Runnymede-Bloor West Village,Tuesday,13,2006,2,0,Morning_Afternoon,Winter
2006-02-07,JANE ST,BRADLEY AVE,Toronto and East York,43.663745,-79.49039,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,89,Runnymede-Bloor West Village,Tuesday,13,2006,2,1,Morning_Afternoon,Winter
2006-02-08,WOODSIDE AVE,RUNNYMEDE RD,Toronto and East York,43.657845,-79.47909,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,88,High Park North,Wednesday,7,2006,2,0,Late Night,Winter
2006-02-08,WOODSIDE AVE,RUNNYMEDE RD,Toronto and East York,43.657845,-79.47909,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,88,High Park North,Wednesday,7,2006,2,1,Late Night,Winter
2006-02-08,CARLINGVIEW DR,DIXON RD,Etobicoke York,43.686745,-79.59559,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,1,West Humber-Clairville,Wednesday,15,2006,2,0,Evening,Winter
2006-02-08,CARLINGVIEW DR,DIXON RD,Etobicoke York,43.686745,-79.59559,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,1,West Humber-Clairville,Wednesday,15,2006,2,1,Evening,Winter
2006-02-11,UNDERHILL DR,CASSANDRA BLVD,North York,43.752745,-79.32639,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,149,Parkwoods-O'Connor Hills,Saturday,18,2006,2,0,Evening,Winter
2006-02-11,UNDERHILL DR,CASSANDRA BLVD,North York,43.752745,-79.32639,Clear,Dark,Dry,Non-Fatal Injury,Major,0.0,149,Parkwoods-O'Connor Hills,Saturday,18,2006,2,1,Evening,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,125,Ionview,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,125,Ionview,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,125,Ionview,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Minor,0.0,125,Ionview,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,125,Ionview,Sunday,8,2006,2,1,Morning_Afternoon,Winter
2006-02-12,840 KENNEDY RD,,Scarborough,43.735945,-79.26949,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,125,Ionview,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,66,Danforth,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,66,Danforth,Sunday,8,2006,2,1,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,66,Danforth,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,66,Danforth,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,66,Danforth,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-12,PAPE AVE,CANNING AVE,Toronto and East York,43.682345,-79.34609,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,66,Danforth,Sunday,8,2006,2,0,Morning_Afternoon,Winter
2006-02-13,GLENBURN AVE,TIAGO AVE,Toronto and East York,43.712545,-79.30039,Clear,Daylight,Dry,Non-Fatal Injury,Major,0.0,54,O'Connor-Parkview,Monday,9,2006,2,1,Morning_Afternoon,Winter
2006-02-13,GLENBURN AVE,TIAGO AVE,Toronto and East York,43.712545,-79.30039,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,54,O'Connor-Parkview,Monday,9,2006,2,0,Morning_Afternoon,Winter
2006-02-13,GLENBURN AVE,TIAGO AVE,Toronto and East York,43.712545,-79.30039,Clear,Daylight,Dry,Non-Fatal Injury,Minimal,0.0,54,O'Connor-Parkview,Monday,9,2006,2,0,Morning_Afternoon,Winter
2006-02-14,EGLINTON AVE W,BLACK CREEK DR,Etobicoke York,43.688345,-79.48289,Clear,Dark,Dry,Non-Fatal Injury,Minimal,0.0,110,Keelesdale-Eglinton West,Tuesday,5,2006,2,0,Late Night,Winter
